area_type,location,total_sqft,size,bath,balcony,price
Built-up  Area,Narayana Nagar 1st Block,1360,3,2,2,65
Super built-up  Area,Nehru Nagar,2167,3,3,3,170
Super built-up  Area,Raja Rajeshwari Nagar,1200,2,2,1,35
Super built-up  Area,Gopalkrishna Nagar,1165,2,2,2,75
Super built-up  Area,BTM 2nd Stage,1274,2,2,2,70
Super built-up  Area,Raja Rajeshwari Nagar,1151,2,2,2,39.02
Plot  Area,Vidyaranyapura,1060,6,6,3,110
Super built-up  Area,Thubarahalli,1626,3,2,2,120
Super built-up  Area,Banashankari Stage V,1035,2,2,2,35.77
Plot  Area,Shanthi Layout,1272,3,4,0,75
Built-up  Area,Jeevan bima nagar,965,2,2,1,45
Plot  Area,Esther Enclave Layout,1600,5,5,2,140
Super built-up  Area,Kothannur,1070,2,2,1,42.79
Built-up  Area,Raja Rajeshwari Nagar,1570,3,2,2,65
Built-up  Area,Volagerekallahalli,#VALUE!,2,2,2,38
Super built-up  Area,Keerthi Layout,780,2,2,2,25
Super built-up  Area,Ganga Nagar Extension,1000,3,2,1,65
Plot  Area,9th Phase JP Nagar,1200,4,3,2,188
Built-up  Area,Tindlu,7500,7,7,2,400
Built-up  Area,5th Phase JP Nagar,1700,3,2,3,100
Super built-up  Area,Haralur Road,1850,3,3,1,110
Built-up  Area,Kereguddadahalli,904,2,2,1,30
Super built-up  Area,Shikaripalya,1121,2,2,1,43.72
Super built-up  Area,7th Phase JP Nagar,1385,3,2,2,58.17
Super built-up  Area,Sahakara Nagar,1270,2,2,1,69.85
Super built-up  Area,Kanakpura Road,1450,3,3,3,56
Plot  Area,Huttanahalli,2400,3,4,2,325
Super built-up  Area,Mahadevpura,730,1,1,1,35
Super built-up  Area,Raja Rajeshwari Nagar,1580,3,3,3,53.56
Super built-up  Area,Thanisandra,1111,2,2,1,50
Plot  Area,Kengeri,1125,4,2,1,88
Super built-up  Area,Varthur,977,2,2,2,36
Super built-up  Area,Gunjur Palya,674,2,1,1,19.9
Plot  Area,Nagarbhavi,600,3,3,1,83
Plot  Area,Sarjapur,2540,4,4,1,115
Super built-up  Area,Jakkur,1290,2,2,1,100
Plot  Area,Kumaraswami Layout,600,3,3,1,98
Super built-up  Area,Abbigere,795,2,2,1,32.54
Super built-up  Area,Kanakpura Road,700,2,1,1,35
Built-up  Area,Ambedkar Colony,1463,2,1,1,142
Built-up  Area,Vijayanagar,1000,3,3,0,140
Super built-up  Area,Reliable Woods Layout,1306,3,2,2,58
Super built-up  Area,4th T block Jayanagar,2401,3,3,2,185
Plot  Area,Bommenahalli,1670,4,3,0,135
Built-up  Area,Jayanagar,1875,3,2,3,235
Plot  Area,Marsur,1200,3,3,1,90
Super built-up  Area,Dodda Nekkundi,1804,3,3,2,121
Super built-up  Area,1st Phase JP Nagar,2065,3,4,1,210
Super built-up  Area,Hoskote,1225,3,3,1,40
Super built-up  Area,Thanisandra,1186,2,2,0,58.68
Super built-up  Area,Bellandur,900,2,2,2,56
Super built-up  Area,Binny Pete,1350,2,2,1,91
Super built-up  Area,Kaggalipura,700,1,1,0,36
Super built-up  Area,Mysore Road,1005,2,2,0,35.175
Super built-up  Area,Poorna Pragna Layout,1160,2,2,1,46.39
Super built-up  Area,Hennur Road,1680,3,3,1,99.27
Carpet  Area,LB Shastri Nagar,1043,2,2,2,55
Plot  Area,Hoskote,1200,4,4,1,120
Super built-up  Area,Hebbal,1040,2,2,2,46
Super built-up  Area,Tindlu,1357,3,2,2,65
Plot  Area,Nayandanahalli,1600,7,7,1,104
Super built-up  Area,Vibhutipura Extension,1225,2,2,2,47
Plot  Area,Sunkadakatte,1500,9,6,1,80
Super built-up  Area,Yelachenahalli,1130,2,2,2,40
Built-up  Area,Basavangudi,2500,4,4,1,150
Carpet  Area,Sultan Palaya,1700,3,3,3,120
Super built-up  Area,Doddathoguru,1549,3,3,2,65
Super built-up  Area,Yeshwanthpur,1400,2,2,2,100
Super built-up  Area,Dodda Nekkundi,1080,2,2,2,50
Built-up  Area,Ulsoor,1180,2,2,2,100
Plot  Area,Chandra Layout,780,7,7,3,150
Super built-up  Area,Domlur,1800,3,3,2,150
Super built-up  Area,Haralur Road,1225,2,2,1,67.38
Built-up  Area,Chandra Layout,890,1,1,1,75
Super built-up  Area,Abbigere,1005,2,2,1,39.59
Super built-up  Area,Whitefield,1320,2,2,1,95
Built-up  Area,Anandapura,1475,4,2,1,50
Super built-up  Area,Kudlu Gate,1707,3,2,1,99.745
Super built-up  Area,Hagadur,1110,2,2,2,51
Plot  Area,Popular Colony,1300,2,2,0,54
Plot  Area,Vajarahalli,600,5,3,1,86
Super built-up  Area,Electronic City,1128,2,2,1,65.35
Super built-up  Area,Jakkur,1452,2,2,1,100
Plot  Area,8th block Koramangala,2400,3,3,2,290
Super built-up  Area,Banashankari,2600,3,4,1,135
Super built-up  Area,Sarakki Nagar,2500,3,4,2,325
Built-up  Area,Sanjay nagar,630,2,1,1,35
Super built-up  Area,Hosa Road,1243,2,2,2,48.5
Built-up  Area,Soundarya Layout,960,2,2,2,32
Super built-up  Area,"Banashankari 6th Stage ,Subramanyapura",1690,3,3,2,100
Built-up  Area,Whitefield,735,2,2,1,35
Super built-up  Area,Banaswadi,1365,2,2,2,73
Super built-up  Area,Rajaji Nagar,2849,5,5,0,300
Super built-up  Area,Hebbal,1420,2,2,1,99.39
Super built-up  Area,Somasundara Palya,1570,3,3,3,68
Super built-up  Area,Bisuvanahalli,850,2,1,1,32
Super built-up  Area,7th Phase JP Nagar,1575,3,2,2,110
Super built-up  Area,Thigalarapalya,1418,2,2,2,104
Super built-up  Area,Uttarahalli,1050,2,2,1,42
Super built-up  Area,Hennur Road,1065,2,2,1,42.6
Built-up  Area,Ulsoor,1340,3,3,0,90
Super built-up  Area,Yelahanka New Town,1610,3,3,2,92
Built-up  Area,Electronic City Phase II,1160,2,2,1,33.5
Super built-up  Area,Kudlu,1092,2,2,2,44
Super built-up  Area,Parappana Agrahara,1194,2,2,2,47
Super built-up  Area,Yelahanka,1455,3,3,1,61.5
Super built-up  Area,Abbigere,734,1,1,0,19.82
Built-up  Area,Samethanahalli,799,2,2,1,38
Built-up  Area,Whitefield,1896,3,3,1,75
Super built-up  Area,Ardendale,1100,2,2,1,48
Built-up  Area,Bellandur,1350,2,2,1,79
Super built-up  Area,Amarjyothi Colony,1355,3,3,1,61
Super built-up  Area,Electronic City,1128,2,2,1,65
Plot  Area,Pattanagere,1350,2,2,0,90
Super built-up  Area,Cunningham Road,3875,3,3,2,864
Super built-up  Area,Kasavanhalli,1493,3,3,2,82
Super built-up  Area,8th Phase JP Nagar,1098,2,2,1,43.91
Super built-up  Area,Banashankari,1900,3,2,1,170
Super built-up  Area,Dollars Layout,1460,3,3,2,88
Super built-up  Area,Frazer Town,2350,3,4,3,285
Plot  Area,Horamavu Banaswadi,1600,5,5,3,140
Super built-up  Area,Varthur,1091,2,2,1,32
Super built-up  Area,Yelahanka,1180,2,2,3,42
Super built-up  Area,Kanakpura Road,1366,2,3,1,76.85
Super built-up  Area,RMV Extension,1685,3,3,2,95
Built-up  Area,Koramangala,1260,2,2,3,100
Plot  Area,Whitefield,3010,3,3,2,200
Plot  Area,Ramamurthy Nagar,1330,3,4,1,140
Plot  Area,Mallasandra,1200,2,2,0,130
Super built-up  Area,Whitefield,1346,2,2,1,96.17
Super built-up  Area,Chandapura,630,1,1,0,13.86
Super built-up  Area,Sarjapur  Road,1476,3,2,1,98.94
Super built-up  Area,7th Phase JP Nagar,1850,3,3,2,140
Plot  Area,Frazer Town,2350,5,2,0,423
Super built-up  Area,Electronic City,755,2,1,1,34
Plot  Area,Basaveshwara Nagar Yelahanka,800,5,5,2,98
Super built-up  Area,Parappana Agrahara,1194,2,2,2,46
Super built-up  Area,Whitefield,3850,3,5,1,316
Super built-up  Area,Hebbal,4235,4,4,2,365
Plot  Area,Kurubarahalli,800,1,1,0,52
Super built-up  Area,Rachenahalli,2250,3,3,1,195
Super built-up  Area,Vijayanagar,1352,2,2,2,68
Super built-up  Area,Thanisandra,2002,3,3,2,112
Plot  Area,Bileshivale,4000,4,5,1,280
Built-up  Area,Kaval Byrasandra,1060,2,2,2,45
Super built-up  Area,Kanakpura Road,1420,3,2,1,59
Super built-up  Area,Raja Rajeshwari Nagar,1196,2,2,2,51.15
Built-up  Area,Electronic City,1220,3,2,2,35.24
Super built-up  Area,Electronics City Phase 1,1595,3,3,2,75
Super built-up  Area,Banashankari,1260,2,2,3,75
Super built-up  Area,Hebbal,1100,2,2,2,47
Super built-up  Area,Frazer Town,1550,2,2,2,140
Super built-up  Area,ISRO Layout,1180,2,2,3,52
Plot  Area,Electronic City,4000,4,5,1,150
Built-up  Area,Akshaya Nagar,1662,3,3,2,85
Super built-up  Area,Hennur,1285,2,2,1,60
Plot  Area,Akshaya Nagar,1080,4,4,1,75
Super built-up  Area,Ambedkar Nagar,1862,3,3,2,119
Super built-up  Area,Raja Rajeshwari Nagar,1419,2,2,2,48
Built-up  Area,Whitefield,1410,3,3,2,43.71
Super built-up  Area,Raja Rajeshwari Nagar,1560,3,2,2,62.4
Plot  Area,Chikkabettahalli,1100,5,4,3,150
Super built-up  Area,Thanisandra,1634,3,3,3,78
Plot  Area,Ambedkar Nagar,5530,5,5,3,627
Built-up  Area,Whitefield,1150,3,2,3,44
Super built-up  Area,Ashirvad Colony,1100,2,2,1,53
Super built-up  Area,Yelahanka,1616,3,3,1,65
Super built-up  Area,Nagavarapalya,1392,2,2,1,99
Super built-up  Area,Jakkur,1798,3,3,1,120
Super built-up  Area,Babusapalaya,1675,3,3,3,75
Plot  Area,Bhuvaneswari Nagar,792,2,2,1,70
Super built-up  Area,Varanasi,2000,5,4,1,103
Built-up  Area,Hongasandra,600,7,7,3,89
Super built-up  Area,Hebbal,1700,3,3,2,124
Super built-up  Area,Hulimavu,1248,2,2,1,69
Built-up  Area,Kalkere,1147,2,2,1,54
Super built-up  Area,Sultan Palaya,1100,2,2,2,40
Super built-up  Area,Vijayanagar,1527,3,3,2,115
Plot  Area,Shantiniketan Layout,2400,5,5,2,235
Super built-up  Area,Kanakpura Road,525,1,1,1,25
Super built-up  Area,Kaggadasapura,1100,2,2,3,58
Super built-up  Area,Seegehalli,1118,2,2,2,37.5
Super built-up  Area,Kanakapura,1476,3,3,1,75
Built-up  Area,Gopal Reddy Layout,2100,3,3,1,75
Super built-up  Area,Roopena Agrahara,1215,3,2,2,46.5
Super built-up  Area,Ambalipura,1332,2,2,1,79
Super built-up  Area,Hennur Road,1350,2,2,3,49
Plot  Area,Kothannur,600,4,4,1,81
Super built-up  Area,Haralur Road,1243,2,2,2,46
Super built-up  Area,NGR Layout,1105,2,2,2,49.73
Plot  Area,Padmanabhanagar,1500,3,2,1,200
Super built-up  Area,Kasavanhalli,1200,2,2,2,50
Super built-up  Area,Ramagondanahalli,1251,2,2,1,47.4
Super built-up  Area,Kambipura,883,2,2,1,45
Super built-up  Area,Pai Layout,1400,3,2,3,67
Super built-up  Area,Rajaji Nagar,1800,3,3,3,260
Super built-up  Area,Hegde Nagar,1703,3,3,2,113
Super built-up  Area,NRI Layout,2500,5,5,3,130
Super built-up  Area,Varthur,1250,3,3,1,71
Super built-up  Area,Jigani,933,2,2,2,43
Plot  Area,sankeswari,462,1,1,1,31.7
Super built-up  Area,Brookefield,1262,2,2,1,75
Super built-up  Area,Yelahanka,915,2,2,2,48
Super built-up  Area,Panathur,1370,3,2,2,61.5
Super built-up  Area,Malleshpalya,1210,2,2,3,55
Super built-up  Area,Kodihalli,2392,3,4,2,260
Plot  Area,T c palya,1500,3,2,0,85
Super built-up  Area,Govindraja Nagar,1065,2,2,3,50
Super built-up  Area,Rajaji Nagar,3100,4,4,2,570
Super built-up  Area,Ramamurthy Nagar,1515,3,3,3,65
Plot  Area,Sarjapura - Attibele Road,1800,4,4,1,110
Super built-up  Area,Thanisandra,1445,3,2,3,40.31
Super built-up  Area,Uttarahalli,1300,3,2,1,55
Built-up  Area,Vijayanagar,989,2,2,0,60
Super built-up  Area,Jakkur,1300,2,2,1,85
Super built-up  Area,Chandapura,1185,3,2,2,30.22
Plot  Area,Battarahalli,1350,5,3,1,110
Super built-up  Area,Marathahalli,1045,2,2,3,60
Super built-up  Area,Virat Nagar,1205,2,2,2,42.18
Super built-up  Area,Chennammanakere Achukattu,1260,2,2,1,75
Plot  Area,Devanahalli Road,1320,5,5,2,199
Super built-up  Area,Ulsoor,1500,3,2,2,125
Super built-up  Area,Bommanahalli,1250,3,2,2,42.5
Built-up  Area,"Maragondana Halli, kr puram, old madras road",1199,2,2,2,50
Super built-up  Area,Hennur Road,1385,2,2,1,83.09
Plot  Area,Dhanalakshmi Layout,1222,6,5,3,250
Super built-up  Area,Lakshminarayana Pura,1149,2,2,1,75
Super built-up  Area,Sarjapur  Road,2180,3,3,2,170
Plot  Area,TC Palaya,1200,8,7,1,110
Super built-up  Area,Jp nagar 8th Phase .,12000,10,12,1,525
Plot  Area,Thurahalli,1200,5,5,0,195
Super built-up  Area,Hulimavu,1818,3,3,1,135
Super built-up  Area,Volagerekallahalli,1070,2,2,2,33
Super built-up  Area,Rajaji Nagar,1640,3,3,2,241
Built-up  Area,Nagarbhavi,1350,3,2,2,54.6
Built-up  Area,Chandapura,630,2,1,1,27
Super built-up  Area,Hoodi,1430,2,2,2,113
Super built-up  Area,Nagavara,2430,3,4,3,180
Plot  Area,Nobo Nagar,1500,6,7,3,220
Super built-up  Area,Sarjapur  Road,1084,2,2,3,55
Super built-up  Area,Hennur Road,1186,3,2,1,56
Built-up  Area,Kengeri,1255,2,2,2,50
Super built-up  Area,Haralur Road,3400,4,5,3,240
Super built-up  Area,Hosa Road,1541,3,3,1,69.84
Super built-up  Area,Iblur Village,3596,4,5,1,282
Super built-up  Area,Raja Rajeshwari Nagar,1295,2,2,2,70
Plot  Area,Kasavanhalli,1000,3,4,3,110
Built-up  Area,Sanjeevini Nagar,2820,3,3,1,285
Super built-up  Area,7th Phase JP Nagar,1370,3,2,2,54.79
Super built-up  Area,Electronic City,1100,2,2,1,40
Super built-up  Area,Hebbal,4772,4,6,2,510
Super built-up  Area,Rajaji Nagar,1370,2,2,1,170
Super built-up  Area,7th Phase JP Nagar,1370,3,2,1,54.79
Super built-up  Area,JP Nagar,1200,2,2,2,62
Plot  Area,Gunjur,2000,4,3,0,95
Built-up  Area,9th Phase JP Nagar,3500,4,4,1,300
Plot  Area,2nd Stage Nagarbhavi,1200,5,4,3,240
Plot  Area,Kengeri,2400,4,5,2,253
Super built-up  Area,Sarjapur  Road,1220,3,3,2,62
Built-up  Area,Kanakapura Road,1950,3,3,2,130
Super built-up  Area,Somasundara Palya,1178,2,2,3,73
Super built-up  Area,Dasanapura,1286,3,3,2,61.44
Super built-up  Area,Begur Road,1160,2,2,2,42
Super built-up  Area,Jigani,918,2,2,2,55
Super built-up  Area,Electronic City,1563,3,3,2,91.84
Super built-up  Area,Govindpura,1326,2,2,1,62.17
Super built-up  Area,3rd Block Jayanagar,1350,3,2,2,140
Super built-up  Area,Hebbal,3960,4,5,3,386
Super built-up  Area,Begur Road,1240,2,2,2,39.06
Super built-up  Area,Kaggadasapura,1325,2,2,2,50
Super built-up  Area,Sonnenahalli,1100,2,2,1,44
Super built-up  Area,Cunningham Road,3875,3,3,2,800
Super built-up  Area,Gollarapalya Hosahalli,1605,3,3,2,50
Super built-up  Area,Hennur Road,5600,5,5,3,515
Super built-up  Area,Somasundara Palya,1260,2,2,1,60
Super built-up  Area,Hoodi,1553,3,3,2,83.09
Super built-up  Area,Whitefield,1280,2,2,2,52
Super built-up  Area,Hebbal,1550,3,2,2,75
Super built-up  Area,Arekere,1445,3,2,2,125
Super built-up  Area,Murugeshpalya,1550,3,3,2,74
Super built-up  Area,Electronics City Phase 1,1515,3,2,1,80.91
Super built-up  Area,Hosa Road,1332,3,2,1,86.12
Super built-up  Area,Electronic City,1652,3,3,2,70
Super built-up  Area,Hegde Nagar,1570,3,3,1,105
Plot  Area,Sarjapur  Road,5400,4,4,3,725
Super built-up  Area,Sector 2 HSR Layout,794,1,1,1,60
Plot  Area,Seegehalli,1200,3,2,0,62
Built-up  Area,7th Phase JP Nagar,3600,4,3,2,410
Plot  Area,Hosakerehalli,1200,3,3,2,175
Super built-up  Area,JP Nagar,1650,4,3,1,220
Plot  Area,Chandra Layout,600,4,2,1,85
Super built-up  Area,HRBR Layout,2800,3,3,2,250
Super built-up  Area,Sarjapur  Road,1750,3,3,2,110
Built-up  Area,Hebbal,1053,2,2,1,48
Super built-up  Area,Kanakpura Road,1100,3,3,2,53
Super built-up  Area,Kadubeesanahalli,1665,3,3,3,70
Plot  Area,Outer Ring Road East,4051,4,4,3,345
Plot  Area,Malleshwaram,5500,4,5,1,1500
Built-up  Area,Bommasandra,1447,3,3,2,80
Built-up  Area,Balagere,1012,2,2,1,75
Super built-up  Area,Malleshpalya,1900,3,3,2,60
Super built-up  Area,Narayanapura,1308,2,2,2,92.66
Super built-up  Area,Green Glen Layout,3250,4,4,1,230
Super built-up  Area,Hormavu,1351,1,2,1,53
Super built-up  Area,Electronic City,1000,2,2,2,22
Plot  Area,J P Nagar 7th Phase Ramayya City,1200,4,4,2,350
Super built-up  Area,Gunjur,1140,2,2,2,49.11
Super built-up  Area,Jakkur,3181,4,4,0,260.5
Built-up  Area,Uttarahalli,1250,3,2,1,55
Super built-up  Area,Kanakapura,1290,3,3,3,45.15
Super built-up  Area,Ambedkar Nagar,1424,2,2,2,90
Super built-up  Area,Garudachar Palya,1320,3,2,2,60.6
Built-up  Area,Akshaya Nagar,1662,3,3,2,85.5
Super built-up  Area,Shanthala Nagar,8321,5,5,3,2700
Super built-up  Area,Begur Road,1200,2,2,2,45
Built-up  Area,Koramangala,1975,3,3,1,210
Super built-up  Area,Garudachar Palya,1295,3,2,2,59.5
Super built-up  Area,Battarahalli,1777,3,3,2,100
Super built-up  Area,Kadugodi,1900,3,3,1,108
Super built-up  Area,Anandapura,1576,3,3,2,59.1
Super built-up  Area,Sompura,1020,2,2,3,41
Super built-up  Area,Green Domain Layout,2100,3,3,3,170
Super built-up  Area,Raja Rajeshwari Nagar,648,1,1,1,31.75
Super built-up  Area,Neeladri Nagar,1167,3,2,1,38
Plot  Area,Vyalikaval,1000,7,7,3,160
Super built-up  Area,Hoodi,1220,2,2,2,50.89
Super built-up  Area,Kogilu,2350,3,5,1,327
Super built-up  Area,Vittasandra,1259,2,2,1,67.4
Built-up  Area,Gottigere,2000,4,4,2,82
Super built-up  Area,8th Phase JP Nagar,1800,3,3,1,80
Built-up  Area,Cleveland Town,1991,3,3,2,160
Super built-up  Area,Bannerghatta,1665,3,3,3,110
Built-up  Area,"Hoodi Circle, ",1234,2,2,1,61
Super built-up  Area,Mysore Road,1340,3,2,2,64.31
Super built-up  Area,Banashankari,1170,2,2,2,46.79
Built-up  Area,Electronics City Phase 1,995,2,2,0,46
Super built-up  Area,Old Airport Road,1075,2,2,2,60
Super built-up  Area,Electronic City,1025,2,2,1,54.5
Super built-up  Area,Rachenahalli,2721,3,3,2,113
Super built-up  Area,Thanisandra,2000,3,3,2,99
Super built-up  Area,Whitefield,2500,4,4,3,155
Super built-up  Area,Mallasandra,1325,2,2,2,70
Super built-up  Area,Kadugodi,1314,2,2,3,68.2
Super built-up  Area,Kanakpura Road,2265,3,3,2,136
Built-up  Area,7th Phase JP Nagar,4800,7,7,0,170
Super built-up  Area,Yelahanka,1026,2,2,1,41
Built-up  Area,Syndicate Bank Colony,1200,3,3,2,66
Built-up  Area,Kada Agrahara,2220,3,4,2,65
Super built-up  Area,KR Puram,1193,2,2,0,51.22
Super built-up  Area,Hebbal,1420,2,2,1,99.39
Super built-up  Area,Sarjapur  Road,1888,3,4,1,95
Super built-up  Area,JP Nagar,1300,2,2,1,90.87
Super built-up  Area,Rajaji Nagar,1216,2,2,0,97.16
Plot  Area,"Off Sarjapur road, ",3000,4,4,3,342
Built-up  Area,Begur,1559,3,3,2,63
Super built-up  Area,Harlur,1290,2,2,1,87
Plot  Area,M C Layout,2400,6,6,1,245
Built-up  Area,Whitefield,905,1,1,1,55
Built-up  Area,Nanjappa Layout,1069,2,2,1,55
Super built-up  Area,Sarjapura - Attibele Road,829,2,2,1,22.8
Built-up  Area,Koramangala,1900,2,2,1,200
Built-up  Area,Dodda Banaswadi,#VALUE!,5,5,1,140
Built-up  Area,Sarjapur  Road,1300,3,3,2,60
Super built-up  Area,Channasandra,1115,2,2,1,33.45
Super built-up  Area,Rajaji Nagar,2409,3,3,2,360
Super built-up  Area,Ambedkar Nagar,2150,3,4,2,125
Super built-up  Area,Marathahalli,1305,3,2,1,69
Super built-up  Area,Kanakpura Road,1252,2,2,1,56.32
Plot  Area,Hosakerehalli,2400,5,5,1,250
Plot  Area,Whitefield,1200,2,2,1,46.13
Built-up  Area,Koramangala,1750,3,3,1,130
Super built-up  Area,Electronic City Phase II,545,2,1,1,35
Plot  Area,BEL Layout,1375,2,2,1,105
Super built-up  Area,Subramanyapura,1313,2,2,2,66.5
Plot  Area,Attibele,3640,4,4,1,275
Super built-up  Area,Akshayanagara East,1693,3,3,2,108
Super built-up  Area,JCR Layout,1160,2,2,1,41.75
Plot  Area,Sri Kanteshwara Nagar,1200,3,3,0,200
Super built-up  Area,Subramanyapura,1255,3,2,2,79
Plot  Area,KR Puram,1000,4,4,1,75
Built-up  Area,Bellari Road,900,2,2,1,45
Super built-up  Area,Yelahanka New Town,1700,3,3,2,90
Carpet  Area,Indira Nagar,1875,3,3,1,180
Carpet  Area,Uttarahalli,1700,3,3,2,88
Super built-up  Area,Harlur,1749,3,3,2,115
Plot  Area,Dasanapura,1500,2,3,1,65
Super built-up  Area,Varanasi,1175,2,2,1,48
Built-up  Area,Akshaya Nagar,1280,2,2,1,60
Built-up  Area,Abbaiah Reddy Layout,1200,2,2,2,50
Super built-up  Area,Ramagondanahalli,1610,3,2,2,115
Super built-up  Area,Electronic City,1070,2,2,1,46
Plot  Area,TC Palaya,1200,2,2,0,66
Super built-up  Area,9th Phase JP Nagar,1127,2,2,1,50
Built-up  Area,Indira Nagar,1210,2,2,1,102
Built-up  Area,Jyothi Nagar,600,2,2,1,23
Super built-up  Area,Thigalarapalya,4190,4,4,3,380
Super built-up  Area,Tata Nagar,1364,2,2,2,70
Super built-up  Area,Whitefield,2268,4,3,0,146
Super built-up  Area,RK Layout 2nd Stage,1150,3,2,2,77.5
Super built-up  Area,Tirumanahalli,1146,2,2,1,39.5
Built-up  Area,Magadi Road,1345,2,2,2,55
Super built-up  Area,Mylasandra,1110,2,2,2,41
Built-up  Area,Kengeri,750,2,2,1,36
Built-up  Area,Motappa Layout,1156,2,2,2,49.5
Super built-up  Area,Pattandur Agrahara,1247,2,2,1,59.8
Super built-up  Area,Mangammanapalya,1058,2,2,2,60
Super built-up  Area,Kaggalipura,950,2,2,1,48
Super built-up  Area,Vasanthapura,420,2,2,0,35
Plot  Area,BTM 1st Stage,600,4,2,2,90
Super built-up  Area,Vijayanagar,1520,3,2,1,103
Super built-up  Area,Marathahalli,1215,2,2,2,58.86
Built-up  Area,Raghuvanahalli,900,1,1,1,30
Super built-up  Area,Hennur Road,2350,3,3,2,174
Super built-up  Area,Thanisandra,1050,2,2,2,46
Super built-up  Area, Devarabeesana Halli,1672,3,3,2,150
Plot  Area,Laggere,2800,5,5,2,125
Super built-up  Area,MCECHS  layout,1500,3,2,2,65
Super built-up  Area,Geddalahalli,1400,2,2,2,65
Plot  Area,Whitefield,#VALUE!,4,4,2,378
Built-up  Area,8th Phase JP Nagar,2700,4,4,2,130
Super built-up  Area,Bommasandra,920,2,2,1,37.46
Plot  Area,Sarjapur  Road,1200,3,3,2,70
Built-up  Area,Brindavan Nagar,1250,3,3,2,139
Super built-up  Area,Hosakerehalli,1817,3,4,1,153
Plot  Area,Cooke Town,2043,5,6,1,375
Super built-up  Area,HSR Layout,1140,2,2,2,46
Built-up  Area,Yelahanka,4346,4,4,1,450
Super built-up  Area,Haralur Road,1464,2,2,2,56
Super built-up  Area,Ambedkar Colony,1468,2,3,2,130
Super built-up  Area,Electronics City Phase 1,1555,3,2,1,82
Plot  Area,Munnekollal,1200,6,4,2,110
Built-up  Area,Whitefield,1150,2,2,0,55
Super built-up  Area,Kadubeesanahalli,970,2,2,1,35
Super built-up  Area,Banashankari,2500,4,4,3,95
Super built-up  Area,Seetharampalya,1166,2,2,1,53
Plot  Area,Konanakunte,2779,3,3,1,317
Super built-up  Area,Electronic City,1350,3,3,2,58
Built-up  Area,Mariyannapalya,900,2,2,3,46
Super built-up  Area,7th Phase JP Nagar,1300,3,2,2,52
Built-up  Area,Kanaka Nagar,1190,3,3,1,55
Super built-up  Area,Kodichikkanahalli,1495,3,2,2,75
Built-up  Area,Indira Nagar,1224,2,2,2,105
Super built-up  Area,Banashankari Stage III,1350,3,2,2,68
Built-up  Area,Green Glen Layout,940,2,2,1,56.8
Super built-up  Area,Raja Rajeshwari Nagar,1100,2,2,1,55
Super built-up  Area,Kaikondrahalli,1300,2,2,2,61
Built-up  Area,Palace Road,1480,3,2,0,145
Super built-up  Area,Hoodi,1105,2,2,2,46.37
Plot  Area,Sarjapur  Road,2600,3,3,2,200
Super built-up  Area,Yelahanka,1517,3,3,2,76.3
Built-up  Area,Horamavu Banaswadi,3800,6,8,0,200
Super built-up  Area,Jalahalli,1615,3,3,2,89.75
Super built-up  Area,MCECHS  layout,1500,3,3,2,65
Super built-up  Area,Mysore Road,1082,3,3,1,50.5
Super built-up  Area,Marathahalli,1365,2,2,2,73
Super built-up  Area,Electronic City,1000,2,2,3,25
Super built-up  Area,CV Raman Nagar,1392,2,2,1,98
Super built-up  Area,Kodigehalli,1086,2,2,1,33.66
Super built-up  Area,Hennur Road,1586,3,3,3,93.94
Built-up  Area,Hennur,1100,2,2,1,60
Super built-up  Area,Electronic City Phase II,1065,2,2,1,30.75
Plot  Area,TC Palaya,1500,3,2,1,120
Built-up  Area,7th Phase JP Nagar,1575,3,2,2,120
Super built-up  Area,Hennur Road,1975,3,3,3,123
Super built-up  Area,Nelamangala,820,2,2,2,24
